train_loss,epoch,step,val_loss
25.137148404652013,0,49,
48.306916644985485,0,99,
22.456313071399506,0,149,
12.770632537754267,0,199,
35.3552380644551,0,249,
,0,249,18.24509239431805
17.052242087134587,1,299,
5.643531013816531,1,349,
20.9710683880564,1,399,
12.06607337145805,1,449,
10.647662038434678,1,499,
,1,499,9.862889525035378
19.964473592131416,2,549,
9.739225545493705,2,599,
3.1871512845583614,2,649,
9.747903215298502,2,699,
-0.43949083084255713,2,749,
,2,749,6.2313257856826745
0.11120956837040596,3,799,
1.0703102183977546,3,849,
-0.5769807352121594,3,899,
-0.5007252251299481,3,949,
-0.7264649714570401,3,999,
,3,999,16.599945914198436
0.33692642120793126,4,1049,
-1.0240937987661638,4,1099,
-0.6837839917642738,4,1149,
0.1684941765310337,4,1199,
0.2371168485410391,4,1249,
,4,1249,12.588087683683712
-0.548952209423466,5,1299,
-1.1524956705133402,5,1349,
-0.12004199542294325,5,1399,
-0.539422666328472,5,1449,
-0.6594570296634843,5,1499,
,5,1499,9.821335094341025
-0.8593852302791243,6,1549,
-0.9322204030858239,6,1599,
-0.10123420181932596,6,1649,
0.7287163287026348,6,1699,
-1.153997558962938,6,1749,
,6,1749,17.914884481244474
2.3722252896014617,7,1799,
-0.5590707854941503,7,1849,
-0.47272903717064896,7,1899,
-0.4477782494746987,7,1949,
0.9594628585365759,7,1999,
,7,1999,21.718494845387585
