train_loss,epoch,step,val_loss
-1.1898569056613508,0,49,
-1.7195861244280937,0,99,
-1.1252007240772361,0,149,
-1.6286245328436584,0,199,
-1.8666722329837653,0,249,
,0,249,7.503106868071437
-1.701676363629991,1,299,
-1.7634739272847642,1,349,
-1.6222475504189373,1,399,
-1.3853928913692175,1,449,
-1.7544440133063746,1,499,
,1,499,5.055750783062271
-1.7942538792173006,2,549,
-1.8580015332396684,2,599,
-1.5625048229302825,2,649,
-1.526816539203666,2,699,
-1.9102469345000734,2,749,
,2,749,11.160153371859893
-1.7792670348785764,3,799,
-1.7477030318384932,3,849,
-1.2392205540952128,3,899,
-1.3351989879733446,3,949,
-1.7220274339955501,3,999,
,3,999,4.105107766986873
-1.7823962388457542,4,1049,
-1.9078862795917777,4,1099,
-1.3239861298282416,4,1149,
-1.62915372075302,4,1199,
-1.840760638106455,4,1249,
,4,1249,10.140539967856169
-1.760514109552438,5,1299,
-1.996431894015306,5,1349,
-1.367865452936824,5,1399,
-1.6122099131247647,5,1449,
-1.9191814740765145,5,1499,
,5,1499,11.657527082932702
-1.7902602303649595,6,1549,
-1.8763442615975197,6,1599,
-1.3433173378130174,6,1649,
-1.6911963081193464,6,1699,
-1.9314768797145074,6,1749,
,6,1749,9.374575490762894
-1.833919830215601,7,1799,
-2.0324136915416844,7,1849,
-1.4744399083913131,7,1899,
-1.6630804541688564,7,1949,
-1.8734563753936602,7,1999,
,7,1999,9.097979726131022
-1.879017356609872,8,2049,
-2.0628215851460934,8,2099,
-1.5099783260845192,8,2149,
-1.6572683396538697,8,2199,
-1.7687395037368026,8,2249,
,8,2249,9.56787364702706
