train_loss,epoch,step,val_loss
-1.7061304511910342,0,49,
-1.9272890355853527,0,99,
-1.8483948966554524,0,149,
-1.6500178472774634,0,199,
-1.598471729782753,0,249,
,0,249,-1.4843911120861033
-1.9921712914269323,1,299,
-1.7877997023645145,1,349,
-2.021873387713441,1,399,
-1.8478120578918538,1,449,
-1.6047759819409744,1,499,
,1,499,-1.6594804194610595
-1.9975546207783776,2,549,
-2.126643366606956,2,599,
-2.1782802025894057,2,649,
-1.9296530603824673,2,699,
-1.4254484457060692,2,749,
,2,749,-1.5770945481212653
-2.0947417074241637,3,799,
-2.140807516850381,3,849,
-2.119445572177799,3,899,
-1.8567011767303347,3,949,
-1.6953891322924461,3,999,
,3,999,-1.7130114860973662
-2.170683391561126,4,1049,
-2.1779409205267926,4,1099,
-2.071266970912763,4,1149,
-1.82651590765506,4,1199,
-1.5147458047723292,4,1249,
,4,1249,-1.7564249652133064
-2.1755534630482867,5,1299,
-2.252556391166442,5,1349,
-2.0793113788243867,5,1399,
-1.885335803983713,5,1449,
-1.5886300100463244,5,1499,
,5,1499,-1.6686614774039443
-2.1316811384650194,6,1549,
-2.261132902771073,6,1599,
-2.1493026341226535,6,1649,
-1.9363656777485272,6,1699,
-1.6359105846495674,6,1749,
,6,1749,-1.6781683518432018
-2.158317788876653,7,1799,
-2.2700982140042183,7,1849,
-2.094697078705255,7,1899,
-1.9642187300580871,7,1949,
-1.6941670980340902,7,1999,
,7,1999,-1.7505382988497071
-2.197716654668009,8,2049,
-2.3119215440969096,8,2099,
-2.11341061439879,8,2149,
-1.9170364780168418,8,2199,
-1.7141340206346953,8,2249,
,8,2249,-1.6604536023668646
-2.1734417911728894,9,2299,
-2.229089779192022,9,2349,
-2.098702404404302,9,2399,
-1.9161356580857107,9,2449,
-1.6875319446637018,9,2499,
,9,2499,-1.7070901824908227
