train_loss,epoch,step,val_loss
49.59229130024061,0,49,
47.46025667673137,0,99,
19.558800579706308,0,149,
37.52402987186162,0,199,
5.036466660703088,0,249,
,0,249,10.070804499848206
22.205708346815964,1,299,
3.532195167621041,1,349,
15.23268289062137,1,399,
10.459781077334275,1,449,
5.616500717815198,1,499,
,1,499,5.004944813503514
0.41606368716498254,2,549,
2.1199813939324463,2,599,
9.398141217881443,2,649,
1.896499246196044,2,699,
0.7014704793070781,2,749,
,2,749,2.283843061592828
-0.1946661667351126,3,799,
0.27042554603002866,3,849,
-0.17907369333501721,3,899,
0.5748464111435081,3,949,
0.6293930744904235,3,999,
,3,999,0.5596047815335062
-0.3053313470550707,4,1049,
0.05473133838564026,4,1099,
1.2623583456301444,4,1149,
0.401868047709526,4,1199,
-0.4060106817011806,4,1249,
,4,1249,0.5208640542573937
-0.120140487322419,5,1299,
1.6953997316315221,5,1349,
-0.3681494326570247,5,1399,
-0.23562105486770868,5,1449,
-0.46092091068678576,5,1499,
,5,1499,12.002583100097036
1.84116938301,6,1549,
0.8321913955126812,6,1599,
-0.40740925173677267,6,1649,
-0.9750753633360825,6,1699,
-0.31006840719198525,6,1749,
,6,1749,21.163853903519822
0.6660634352501353,7,1799,
0.33454210411160945,7,1849,
-0.4920824030990736,7,1899,
-0.9375173025402534,7,1949,
-0.4961116809190709,7,1999,
,7,1999,2.938188226878565
-1.1178874569982482,8,2049,
-0.9631370236860306,8,2099,
-0.908125875475452,8,2149,
-0.24572250553725805,8,2199,
0.14854882423296445,8,2249,
,8,2249,16.33749035198107
1.0736680642767387,9,2299,
0.16967660453347078,9,2349,
0.5004263801187085,9,2399,
0.36920778404556387,9,2449,
-0.5822445084371277,9,2499,
,9,2499,6.705288722031554
