train_loss,epoch,step,val_loss
-0.5419387517366139,0,49,
-0.9398010670047747,0,99,
-0.8830683234803676,0,149,
-1.0065554012756892,0,199,
-0.9790229861281929,0,249,
,0,249,-0.8594479854625601
-0.6691675856909072,1,299,
-1.0425538182036753,1,349,
-1.1093199495739445,1,399,
-1.128701422268478,1,449,
-1.0866729276834384,1,499,
,1,499,-0.889189312372035
-0.633018412814335,2,549,
-1.122795928939274,2,599,
-1.1531966357349224,2,649,
-1.1582287434452274,2,699,
-1.0662068726706866,2,749,
,2,749,-0.8888760846562916
-0.7659792966330823,3,799,
-1.1060887954589913,3,849,
-1.1886091119427125,3,899,
-1.1956896671699144,3,949,
-1.1413117878752819,3,999,
,3,999,-0.8804126516664332
-0.8135560656824525,4,1049,
-1.1875829862662703,4,1099,
-1.3076716760054854,4,1149,
-1.316162005822107,4,1199,
-1.2185806687799163,4,1249,
,4,1249,-0.8550650228956539
-0.9006203940055735,5,1299,
-1.2602908928073606,5,1349,
-1.3615658865054985,5,1399,
-1.1746921726852182,5,1449,
-1.1211559741003132,5,1499,
,5,1499,-0.7871234782761986
-0.8715070127476776,6,1549,
-1.2193972233971073,6,1599,
-1.407646310108559,6,1649,
-1.2104114338097158,6,1699,
-1.2426612500812957,6,1749,
,6,1749,-0.7441160094997558
