train_loss,epoch,step,val_loss
-1.3781181056373173,0,49,
-1.6632912491969907,0,99,
-1.4107141195763178,0,149,
-1.5547296309701668,0,199,
-1.4880778246945066,0,249,
,0,249,-1.7100531857258787
-1.5558006053694902,1,299,
-1.9274549441690074,1,349,
-1.560547149808447,1,399,
-1.7197098474300443,1,449,
-1.5194933854215664,1,499,
,1,499,-1.9532802603562944
-1.5863987430694975,2,549,
-2.0513564314536907,2,599,
-1.6866396693500674,2,649,
-1.718402693551444,2,699,
-1.6204296450989921,2,749,
,2,749,-2.004516103316257
-1.7542126247315717,3,799,
-2.0372259508055475,3,849,
-1.8109664559878111,3,899,
-1.7364455507563017,3,949,
-1.4074563376933922,3,999,
,3,999,-2.034788144990403
-1.657813192699873,4,1049,
-1.9663495652313854,4,1099,
-1.7728440025754528,4,1149,
-1.8216735441482417,4,1199,
-1.6588894533079914,4,1249,
,4,1249,-2.0094442223376086
-1.747768503054755,5,1299,
-2.027431199958434,5,1349,
-1.8016905182783773,5,1399,
-1.914533311049027,5,1449,
-1.3795023369085593,5,1499,
,5,1499,-1.9601937017711213
-1.8345275165301307,6,1549,
-1.949379326406695,6,1599,
-1.7885326758033964,6,1649,
-1.8865968304599412,6,1699,
-1.7523628837456107,6,1749,
,6,1749,-1.9845107346695368
-1.844677385729638,7,1799,
-1.9391036705939961,7,1849,
-1.8437573581849849,7,1899,
-1.8786100164702058,7,1949,
-1.7625726883826296,7,1999,
,7,1999,-1.9864725299356985
-1.836350696030602,8,2049,
-1.9380019272556241,8,2099,
-1.9444451365478144,8,2149,
-1.885585382850286,8,2199,
-1.7757092276559847,8,2249,
,8,2249,-1.9896014628219876
