train_loss,epoch,step,val_loss
-2.0653587637262687,0,49,
-2.014543600483048,0,99,
-2.6544548705739763,0,149,
-2.2857611455873306,0,199,
-3.0103150139928303,0,249,
,0,249,-2.515640626009241
-2.1632369835497913,1,299,
-2.2804116601285522,1,349,
-2.628429533823641,1,399,
-2.5948229259889217,1,449,
-3.1675369238968223,1,499,
,1,499,-2.5219013494141636
-2.1709557705974523,2,549,
-2.3548058916386467,2,599,
-2.802677426922392,2,649,
-2.346291898726032,2,699,
-3.161983847227747,2,749,
,2,749,-2.7574395892120975
-2.323765843417305,3,799,
-2.240762943179336,3,849,
-2.9665331036749656,3,899,
-2.516681231076906,3,949,
-3.185941931602816,3,999,
,3,999,-2.657383349334071
-2.4387043929188215,4,1049,
-2.3148511520544846,4,1099,
-2.8694116845284974,4,1149,
-2.5026255907662205,4,1199,
-3.2466555008528717,4,1249,
,4,1249,-2.8517159567412524
-2.618727123088071,5,1299,
-2.3339590723525676,5,1349,
-2.906635327093597,5,1399,
-2.591522676771786,5,1449,
-3.281999479626036,5,1499,
,5,1499,-2.850109315238555
-2.65464561093164,6,1549,
-2.592301900808753,6,1599,
-2.949845841494701,6,1649,
-2.78516559442265,6,1699,
-3.2755500890122384,6,1749,
,6,1749,-2.8821914663683605
-2.5738364511977054,7,1799,
-2.4054647582432436,7,1849,
-2.835382962338869,7,1899,
-2.489154526944358,7,1949,
-3.1272084856782167,7,1999,
,7,1999,-2.8705924939954666
-2.7917695579789346,8,2049,
-2.557721309774326,8,2099,
-2.9146929129538277,8,2149,
-2.68903456606784,8,2199,
-3.283382930665326,8,2249,
,8,2249,-2.9047138667914845
-2.8296314612183338,9,2299,
-2.4716653399895017,9,2349,
-2.974972300180976,9,2399,
-2.7930097656198214,9,2449,
-3.344397318209284,9,2499,
,9,2499,-2.893678533987082
-2.750623300205858,10,2549,
-2.5485827595951216,10,2599,
-2.875397448571178,10,2649,
-2.7954123391860004,10,2699,
-3.3109556393986193,10,2749,
,10,2749,-2.8487124027385207
-2.8384098034710434,11,2799,
-2.5424123118630018,11,2849,
-2.8258939274532766,11,2899,
-2.7926057915095353,11,2949,
-3.344668643797454,11,2999,
,11,2999,-2.8723174571115644
-2.86995488567985,12,3049,
-2.5460842380788096,12,3099,
-2.825392263063963,12,3149,
-2.680127858193562,12,3199,
-3.32143866865523,12,3249,
,12,3249,-2.901417004889929
-2.8393461404133076,13,3299,
-2.6169770271810666,13,3349,
-2.8751439238214265,13,3399,
-2.7775805573621613,13,3449,
-3.2602121981746617,13,3499,
,13,3499,-2.9569314228682524
-2.8792785875036464,14,3549,
-2.5409916483896717,14,3599,
-2.913110194711548,14,3649,
-2.6540443705448893,14,3699,
-3.1847933835378486,14,3749,
,14,3749,-2.9155159013191456
-2.9107866626173253,15,3799,
-2.5666344227641082,15,3849,
-2.8687232690707907,15,3899,
-2.720815549128227,15,3949,
-3.2140461724344185,15,3999,
,15,3999,-2.9378793899081654
-2.8549216292960757,16,4049,
-2.5579851469089165,16,4099,
-2.9621775090570734,16,4149,
-2.715712378218061,16,4199,
-3.264881682412462,16,4249,
,16,4249,-2.830144467857185
-2.7081075818094953,17,4299,
-2.518655067856151,17,4349,
-2.873835542213423,17,4399,
-2.747766034933158,17,4449,
-3.1859357095427736,17,4499,
,17,4499,-2.91292942348469
-2.8011267463049934,18,4549,
-2.5209837226472263,18,4599,
-2.9630031659204956,18,4649,
-2.9380670304024683,18,4699,
-3.2900315849540385,18,4749,
,18,4749,-2.97211093913673
-2.8142737069156256,19,4799,
-2.5590708781671974,19,4849,
-2.9000214068332553,19,4899,
-2.782032887347272,19,4949,
-3.339230363839378,19,4999,
,19,4999,-2.9645696793337133
-2.8566142575267928,20,5049,
-2.6117413449591775,20,5099,
-2.7340180396348077,20,5149,
-2.7308664014515274,20,5199,
-3.2848376153277323,20,5249,
,20,5249,-2.9494360332213123
-2.811397507005282,21,5299,
-2.6188846934528565,21,5349,
-2.9846635391306906,21,5399,
-2.8253075226593234,21,5449,
-3.284915030337796,21,5499,
,21,5499,-2.872634929086742
-2.8037795486329617,22,5549,
-2.5041789560545538,22,5599,
-2.938127015683757,22,5649,
-2.8734473002191026,22,5699,
-3.427949562410336,22,5749,
,22,5749,-2.9325675734100787
-2.8240926178879753,23,5799,
-2.691665779335855,23,5849,
-3.0102477635706064,23,5899,
-3.0500268105523967,23,5949,
-3.3319301120576217,23,5999,
,23,5999,-2.9580282746884428
