train_loss,epoch,step,val_loss
-0.0034721949409535213,0,49,
0.012933764867524289,0,99,
0.008543199557712988,0,149,
-0.0015580169165270163,0,199,
-0.005594330635064537,0,249,
,0,249,0.0009247535668003408
-0.007130348972625988,1,299,
0.04256447375659356,1,349,
0.017762343699023297,1,399,
0.004602105221251485,1,449,
0.00148804983779538,1,499,
,1,499,0.0029155473683825477
-0.023290063868550703,2,549,
0.0740840056255303,2,599,
-0.007416453480438179,2,649,
-0.04673442137703976,2,699,
-0.015742774284461802,2,749,
,2,749,0.005191544502131521
-0.015090688817395836,3,799,
-0.004101899497600314,3,849,
0.027703285520536802,3,899,
-0.1253101132632093,3,949,
-0.01606809214312488,3,999,
,3,999,0.02049508507964048
-0.03105014786598037,4,1049,
-0.03211969925432445,4,1099,
-0.008638882184297536,4,1149,
-0.14915637225048606,4,1199,
-0.0015716563099257286,4,1249,
,4,1249,0.041049831700555
-0.04903911215617729,5,1299,
-0.05488666105688633,5,1349,
-0.036090755111649386,5,1399,
-0.2541021995235062,5,1449,
-0.01313513442565828,5,1499,
,5,1499,0.09962268863912363
